registration_number,numeric_id,product_name,manufacturer,material_category,product_category,declared_unit,gwp_a1a3,gwp_unit,gwp_a1a3_indicator,gwp_fossil_a1a3,gwp_biogenic_a1a3,gwp_total_a1a3,life_cycle_stages,lcia_indicator_count,status,is_valid,year_published,publication_date,version_date,valid_until,pcr,geographical_scope,country_of_origin,lca_practitioner,epd_pdf_url,document_count,epd_url,data_hub_dataset
EPD-IES-0013848:002,13848,Acoustic Modular Designer Control Room Interiors with Modular Metal Paneling/ Partition and Designer Metal Ceiling  ,ONEPWS PRIVATE LIMITED,Insulation & Acoustic,Construction products,1000 kg,4960.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),4943.8446822,-250.700280112044,4714.07215017052,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2026-05-20,2024-06-06,2029-06-05,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Harsh Uttam,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9a9dc24a-a974-4337-4565-08dc6fc9d4ca/Documents,1,https://www.environdec.com/library/epd13848,True
EPD-IES-0014188:001,14188,Saltech Pavement Products,Saltech Design Labs Pvt Ltd,Other,Construction products,1 kg,0.232,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.222,-0.00439,0.259,"A1-A3, C1, C2, C3, C4, D",14,Registered,True,2024,2024-06-22,2024-05-29,2029-05-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,mili@monkspaces.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d3f933e3-5e53-410b-7bb3-08dc7a6854e0/Documents,1,https://www.environdec.com/library/epd14188,True
EPD-IES-0014189:001,14189,Saltech Slabbing Products,Saltech Design Labs Pvt Ltd,Other,Construction products,1 kg,0.192,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.195,0.00308,0.226,"A1-A3, C1, C2, C3, C4, D",14,Registered,True,2024,2024-06-22,2024-05-29,2029-05-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,mili@monkspaces.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/2de1352a-4255-4e04-7bb4-08dc7a6854e0/Documents,1,https://www.environdec.com/library/epd14189,True
EPD-IES-0013866:001,13866,DB DAZZLE Raised Access Flooring System,DB Dazzle Modular Systems,Other,Construction products,1 m2,68.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),68.3,-0.647,67.7,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-25,2024-05-22,2029-05-21,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/25384256-13e6-494c-4579-08dc6fc9d4ca/Documents,1,https://www.environdec.com/library/epd13866,True
EPD-IES-0013756:001,13756,TECHDRAIN- Drainage Composite,TECHFAB India Industries Limited,Other,Construction products,1 kg,3.98,kg CO2 eq.,Global Warming Potential (GWP-GHG),4.0,0.00152,4.0,"A1-A3, A4, A5, B1, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-25,2024-05-16,2029-05-15,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d98b66fe-1341-4d45-44f7-08dc6fc9d4ca/Documents,2,https://www.environdec.com/library/epd13756,True
EPD-IES-0013757:001,13757,TECHGEO- Nonwoven needle punched geotextile fabric,TECHFAB India Industries Limited,Ceramic & Tile,Construction products,1 kg,4.48,kg CO2 eq.,Global Warming Potential (GWP-GHG),4.5,0.00116,4.5,"A1-A3, A4, A5, B1, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-25,2024-05-16,2029-05-15,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c24e34dd-7f60-4961-44f8-08dc6fc9d4ca/Documents,2,https://www.environdec.com/library/epd13757,True
EPD-IES-0009224:001,9224,VDS Fixed Partition,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m,11.09537,kg CO2 eq.,Global Warming Potential (GWP-GHG),11.09537,-0.00342,11.1072,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-10,2024-05-02,2029-05-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,"India, South East Asia",India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/e361a56b-ad9a-46ce-6465-08db4c6777db/Documents,1,https://www.environdec.com/library/epd9224,True
EPD-IES-0011999:001,11999,VDS® Curtain Wall Partition,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m,0.428,kg CO2 eq.,Global Warming Potential (GWP-GHG),9.736,-0.090919,9.644,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-10,2024-05-02,2029-05-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,"India, South East Asia",India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8aaaa98a-102c-4cc5-c363-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd11999,True
EPD-IES-0012000:001,12000,VDS® Curtain Wall,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m,18.19,kg CO2 eq.,Global Warming Potential (GWP-GHG),18.19,-0.099301,18.07,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-10,2024-05-02,2029-05-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,"India, South East Asia",India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/e5c252f7-2f16-4d0b-c364-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12000,True
EPD-IES-0012056:001,12056,Gypserra® Metal Framing,Saint-Gobain India Private Limited,Steel & Metal,Construction products,1 kg,3.019,kg CO2 eq.,Global Warming Potential (GWP-GHG),3.019,-0.002423,3.0268,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-05-11,2024-05-02,2029-05-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f754c8bc-3dff-4660-c3a4-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12056,True
EPD-IES-0012018:001,12018,TECHGRID Polymeric Coated Polyester Geogrid ,TECHFAB India Industries Limited,Plastic & Polymer,Construction products,1 kg,6.0109,kg CO2 eq.,Global Warming Potential (GWP-GHG),6.0209,-0.0364209,5.991,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-04-23,2024-04-16,2029-04-15,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/1ed9f009-7025-4715-c376-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12018,True
EPD-IES-0012053:001,12053,TECHSTRAP High Strength Polymeric Geosynthetics Strips ,TECHFAB India Industries Limited,Plastic & Polymer,Construction products,1 kg,4.318,kg CO2 eq.,Global Warming Potential (GWP-GHG),4.33845340272843,0.0020295017414703,4.34232085761225,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-04-23,2024-04-16,2029-04-15,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/97f96d0b-ec79-40a9-c3a1-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12053,True
EPD-IES-0012054:001,12054,TECHLINK- High strength strip bonded Flexible Geogrid,TECHFAB India Industries Limited,Other,Construction products,1 kg,4.57,kg CO2 eq.,Global Warming Potential (GWP-GHG),4.59012793689576,0.00179146563039961,4.59396291042215,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-04-23,2024-04-16,2029-04-15,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6443667d-0457-4f3a-c3a2-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12054,True
EPD-IES-0012017:001,12017,Seal Coat SF 150,Penetron Products Pvt. Ltd. ,Other,Construction products,1 kg,0.5184,kg CO2 eq.,GWP-GHG,0.527656,0.003202,0.531133,A1-A3,,Registered,True,2024,2024-04-10,2024-03-11,2029-02-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/57d71bf7-d90c-4cdf-c375-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12017,False
EPD-IES-0009820:001,9820,Gyproc® Moisture resistant board (thickness 12.5mm) Bengaluru,Saint-Gobain India Private Limited,Other,Construction products,1 m2,2.47,kg CO2 eq.,Global Warming Potential (GWP-GHG),2.47,-0.372,2.1,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-02-29,2024-02-01,2029-01-31,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/17449b21-2bcb-4a4d-aeb0-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9820,True
EPD-IES-0009821:001,9821,Gyproc® Moisture resistant board (thickness 12.5mm) Jagadia,Saint-Gobain India Private Limited,Other,Construction products,1 m2,5.13,kg CO2 eq.,Global Warming Potential (GWP-GHG),5.13,-0.477,4.66,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-02-29,2024-02-01,2029-01-31,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/bb3e2e9d-1702-430e-aeb1-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9821,True
EPD-IES-0009822:001,9822,Gyproc®Fire-resistant & Moisture resistant board  (thickness 12.5mm),Saint-Gobain India Private Limited,Other,Construction products,1 m2,6.21,kg CO2 eq.,Global Warming Potential (GWP-GHG),6.21,-0.46,5.75,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-02-29,2024-02-01,2029-01-31,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0dc3eb21-2547-407e-aeb2-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9822,True
EPD-IES-0009823:001,9823,Gyproc ® Fire Resistant & Moisture Resistant Board (Thickness 1 5mm ),Saint-Gobain India Private Limited,Other,Construction products,1 m2,7.74,kg CO2 eq.,Global Warming Potential (GWP-GHG),7.74,-0.561,7.18,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-02-29,2024-02-01,2029-01-31,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0deeb72f-2c15-46e7-aeb3-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9823,True
EPD-IES-0012001:001,12001,Average Black/Bare Steel Pipes ,Surya Roshni Limited,Steel & Metal,Construction products,1000 kg,3040.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3075.32588532375,-1.5155780225818,3074.17948412051,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-01-26,2024-01-19,2029-01-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6fe188c5-36d2-41e4-c365-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12001,True
EPD-IES-0012002:001,12002,Average Galvanized Steel Pipes ,Surya Roshni Limited,Steel & Metal,Construction products,1000 kg,3240.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3245.42804681143,0.615986012580841,3246.52675422952,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-01-26,2024-01-19,2029-01-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/5b994453-7e67-4020-c366-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12002,True
EPD-IES-0012003:001,12003,Average Red oxide/3LPE/Epoxy coated Steel Pipes ,Surya Roshni Limited,Steel & Metal,Construction products,1 t,2900,kg CO2 eq.,GWP-GHG,2900,-0.845,2900,"A1-A3, A5, C1, C2, C3, C4, D",,Registered,True,2024,2024-01-26,2024-01-19,2029-01-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8d1b5282-2f00-4833-c367-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12003,False
EPD-IES-0012004:001,12004,Average Cold Rolled/Pre-Galvanized Steel Pipes ,Surya Roshni Limited,Steel & Metal,Construction products,1000 kg,2570.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),2569.65590253803,6.41480078610577,2577.00489417685,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2024,2024-01-26,2024-01-19,2029-01-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c709d73f-0892-4415-c368-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12004,True
EPD-IES-0012005:001,12005,Cold Rolled Steel Strips,Surya Roshni Limited,Steel & Metal,Construction products,1000 kg,3500.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3510.94610911737,-8.08022954110963,3503.4051661506,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2024,2024-01-26,2024-01-19,2029-01-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8ea6a21d-1d03-4b50-c369-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12005,True
EPD-IES-0012006:001,12006,Steel door frame,Surya Roshni Limited,Steel & Metal,Construction products,1000 kg,2660.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),2669.74653876918,0.453845821163302,2670.65469213781,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2024,2024-01-26,2024-01-19,2029-01-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/43ae396e-f9aa-4e64-c36a-08dbfcbd856b/Documents,2,https://www.environdec.com/library/epd12006,True
EPD-IES-0009819:001,9819,"Construction Product (Roofing Underlayment, Building Wrap & Flashing Tape)",Veer Plastics Pvt. Ltd.,Other,Construction products,1 kg,0.307461522275076,kg CO2 eq.,Global Warming Potential (GWP-GHG),3.50632387848176,3.65029879887557,0.00105636714588928,"A1-A3, C1, C2, C3, C4, D",14,Registered,True,2024,2024-01-03,2024-01-02,2029-01-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8af90e51-4471-42de-aeaf-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9819,True
EPD-IES-0011894:001,11894,STEELAGE MAGNA CLASS C SAFE,GUNNEBO INDIA PVT LTD,Steel & Metal,Construction products,1030 kg,1620.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1.13,1620.0,1520.0,"A1-A3, A5, C1, C2, C3, C4, D",14,Registered,True,2023,2023-12-16,2023-12-15,2028-12-14,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Remy Prame,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7bd0a981-c572-4d90-c2f0-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd11894,True
EPD-IES-0009813:001,9813,Stainless Steel Cast & Rolled Products ,Laxcon Steel Limited,Steel & Metal,"Metal, mineral, plastic & glass products",1 t,2010,kg CO2-eq,GWP-fossil,2010,1.5,2010,"Upstream, Core (cradle-to-gate)",,Registered,True,2023,2023-12-25,2023-12-13,2028-12-12,"2015:03 Basic iron or steel products & special steels, except construction steel products 3.0.1",India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/161ff330-3806-42e6-aea9-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9813,False
EPD-IES-0009817:001,9817,Structural Steel (100% Recycled Scrap),Jindal Steel and Power,Steel & Metal,Construction products,1000 kg,503.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),501.0,0.349,504.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2023,2024-02-23,2023-12-12,2028-12-11,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6000dcb4-9ab2-40ac-aead-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9817,True
EPD-IES-0009818:001,9818,Steel Plate & Coils (100% Recycled Scrap),Jindal Steel and Power,Steel & Metal,Construction products,1000 kg,458.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),457.0,0.321,458.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2023,2024-02-23,2023-12-12,2028-12-11,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9345358c-6748-43cc-aeae-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9818,True
EPD-IES-0009814:001,9814,Deskpro,AFC System Pvt. Ltd.,Furniture & Fittings,Construction products,1 pcs.,85.6375256022914,kg CO2 eq.,Global Warming Potential (GWP-GHG),158.91478236026,-43.9543013333959,115.43140780016,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2023,2023-10-26,2023-10-16,2028-10-15,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/ebe16e89-9685-4bb0-aeaa-08db7e36184f/Documents,1,https://www.environdec.com/library/epd9814,True
EPD-IES-0009803:001,9803,Average Structural Steel Product,Jindal Steel and Power,Steel & Metal,Construction products,1000 kg,3666.73679283556,kg CO2 eq.,Global Warming Potential (GWP-GHG),3671.68956578352,-5.40729159072994,3666.7899727398,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-10-18,2023-10-02,2028-10-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0e43fd10-1ca4-4baa-ae9f-08db7e36184f/Documents,2,https://www.environdec.com/library/epd9803,True
EPD-IES-0009805:001,9805,"Average Reinforcement Steel Bars, Round Bar, Wire Rod  & RSC Steel Product",Jindal Steel and Power,Concrete & Cement,Construction products,1000 kg,3478.70134997278,kg CO2 eq.,Global Warming Potential (GWP-GHG),3483.40760404652,-29.4235189934751,3454.37312609319,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-10-18,2023-10-02,2028-10-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/83b47a98-6fc1-43ac-aea1-08db7e36184f/Documents,2,https://www.environdec.com/library/epd9805,True
EPD-IES-0009213:002,9213,SGG PLANILUX® 6 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,19.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),19.0,-0.176,18.9,"A1, A2, A3, A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2023,2023-10-21,2023-09-21,2028-05-25,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/692e2a12-9bbe-40d2-645a-08db4c6777db/Documents,1,https://www.environdec.com/library/epd9213,True
EPD-IES-0009214:002,9214,SGG PLANILUX® 12 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,38.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),38.0,-0.107,38.0,"A1, A2, A3, A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2023,2023-10-21,2023-09-21,2028-05-25,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/43a68f80-52c4-43ce-645b-08db4c6777db/Documents,1,https://www.environdec.com/library/epd9214,True
EPD-IES-0009804:001,9804,Average Semi-Finished Steel Product,Jindal Steel and Power,Steel & Metal,Construction products,1000 kg,3139.15946952595,kg CO2 eq.,Global Warming Potential (GWP-GHG),3142.01811099794,0.934311695613021,3143.31417246308,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-22,2023-09-05,2028-09-04,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7aa27d80-2fa5-4252-aea0-08db7e36184f/Documents,2,https://www.environdec.com/library/epd9804,True
EPD-IES-0009806:001,9806,Average Plate & Coil Steel Product,Jindal Steel and Power,Steel & Metal,Construction products,1000 kg,3658.01669330523,kg CO2 eq.,Global Warming Potential (GWP-GHG),3663.04669682976,-17.1913305313113,3646.24469537113,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-22,2023-09-05,2028-09-04,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7c8be3cc-459c-48e1-aea2-08db7e36184f/Documents,2,https://www.environdec.com/library/epd9806,True
EPD-IES-0006477:001,6477,"Galvanized Steel Product,  Kalmeshwar Plant, JSWSCPL",JSW Coated Steel Products Limited,Steel & Metal,Construction products,1000 kg,3104.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),3146.25973746041,0.985006088498299,3148.75164521679,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/503e73c2-5064-4289-711a-08da598ce856/Documents,1,https://www.environdec.com/library/epd6477,True
EPD-IES-0006478:001,6478,"Galvalume Steel Product,  Kalmeshwar Plant, JSWSCPL",JSW Coated Steel Products Limited,Steel & Metal,Construction products,1000 kg,3534.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),3584.1215200593,0.109759601678367,3586.53343640672,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/18c8974a-154a-4161-711b-08da598ce856/Documents,1,https://www.environdec.com/library/epd6478,True
EPD-IES-0006481:001,6481,"Pre-painted Galvanized Steel Product,  Kalmeshwar Plant, JSWSCPL",JSW Coated Steel Products Limited,Steel & Metal,Construction products,1000 kg,3373.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),3416.8757400295,3.21457527038104,3421.74297464552,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b63db894-0eb5-4545-711e-08da598ce856/Documents,1,https://www.environdec.com/library/epd6481,True
EPD-IES-0006482:001,6482,"Pre-painted Galvalume Product,  Kalmeshwar Plant, JSWSCPL",JSW Coated Steel Products Limited,Paint & Coating,Construction products,1000 kg,3735.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),3788.73673887267,2.4305575106736,3793.63036116601,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0abdad44-fe01-4e7a-711f-08da598ce856/Documents,1,https://www.environdec.com/library/epd6482,True
EPD-IES-0006483:001,6483,"Galvanized Steel Product,  Vasind Plant, JSWSCPL",JSW Coated Steel Products Limited,Steel & Metal,Construction products,1000 kg,3183.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),3224.01735182509,9.71375755830389,3235.22055787844,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/98ad089d-ef5f-4ea6-7120-08da598ce856/Documents,1,https://www.environdec.com/library/epd6483,True
EPD-IES-0006484:001,6484,"Galvalume Steel Product,  Vasind Plant, JSWSCPL",JSW Coated Steel Products Limited,Steel & Metal,Construction products,1000 kg,3640.4,kg CO2 eq.,Global Warming Potential (GWP-GHG),3685.04463135347,1.2825,3688.12568093372,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/58976643-277c-4406-7121-08da598ce856/Documents,1,https://www.environdec.com/library/epd6484,True
EPD-IES-0006485:001,6485,"Pre-painted Galvanized Steel Product,  Vasind Plant, JSWSCPL ",JSW Coated Steel Products Limited,Steel & Metal,Construction products,1000 kg,3504.8,kg CO2 eq.,Global Warming Potential (GWP-GHG),3546.00207792317,15.4394801641719,3563.20574005473,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c1eb4677-2185-4f54-7122-08da598ce856/Documents,1,https://www.environdec.com/library/epd6485,True
EPD-IES-0006486:001,6486,"Pre-painted Galvalume Product,  Vasind Plant, JSWSCPL",JSW Coated Steel Products Limited,Paint & Coating,Construction products,1000 kg,3892.7,kg CO2 eq.,Global Warming Potential (GWP-GHG),3941.18905632635,3.69659685834188,3947.50608742215,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2023,2023-09-17,2023-08-07,2028-08-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/81f3dcfc-bb1e-42be-7123-08da598ce856/Documents,1,https://www.environdec.com/library/epd6486,True
